Dyad,FocalID,IndividualID,Father,Mat_Bro,Pat_Bro,Family,Focal_age,ID2_age,Age_Diff,Total_Scans,Total_Hours,Total_Minutes,Total_Follows,tally_Within1,tally_One_Five,Within_Five,Five_Twenty,AlloGr,MutlGr,RecvGr,Groom,Association
Booker_Garett,Booker,Garett,NoDad,NoBro,NoBro,Unrelated,12.39,25.68,13.29,305,43.99,2639.4,46,3,3,6,4,9.58,0.4,9.99,19.97,14
Buckner_Garett,Buckner,Garett,NoDad,NoBro,NoBro,Unrelated,14.68,25.68,11,298,41.71,2502.6,45,0,1,1,0,0,0,0,0,2
Django_Garett,Django,Garett,NoDad,NoBro,NoBro,Unrelated,17.68,25.68,8,309,44.26,2655.6,46,2,2,4,1,3.57,0,8.97,12.54,17
Erroll_Garett,Erroll,Garett,NoDad,NoBro,NoBro,Unrelated,12.67,25.68,13.01,314,46.36,2781.6,48,0,0,0,0,0,0,0,0,7
Evans_Garett,Evans,Garett,NoDad,NoBro,NoBro,Unrelated,18.68,25.68,7,313,45.11,2706.6,47,6,2,8,5,10.8,3.8,22.32,36.92,9
Haden_Garett,Haden,Garett,NoDad,NoBro,NoBro,Unrelated,15.68,25.68,10,313,43.21,2592.6,46,3,3,6,4,5.59,0.46,18.39,24.44,15
Hawkins_Garett,Hawkins,Garett,NoDad,NoBro,NoBro,Unrelated,19.68,25.68,6,248,35.25,2115,38,0,0,0,2,0,0,0,0,3
Hicks_Garett,Hicks,Garett,NoDad,NoBro,NoBro,Unrelated,17.68,25.68,8,325,47.07,2824.2,50,0,0,0,3,0,0,0,0,7
Lovano_Garett,Lovano,Garett,NoDad,NoBro,NoBro,Unrelated,14.93,25.68,10.75,310,44.5,2670,46,0,2,2,3,0,0,0,0,12
Mitchell_Garett,Mitchell,Garett,NoDad,NoBro,NoBro,Unrelated,15.68,25.68,10,252,35.89,2153.4,38,0,0,0,0,0,0,0,0,0
Peterson_Garett,Peterson,Garett,NoDad,NoBro,NoBro,Unrelated,19.68,25.68,6,289,40.94,2456.4,43,5,3,8,3,3.95,0.9,29.45,34.3,12
Porkpie_Garett,Porkpie,Garett,NoDad,NoBro,NoBro,Unrelated,20.68,25.68,5,300,43.38,2602.8,45,2,2,4,10,0,0,7.32,7.32,14
Wayne_Garett,Wayne,Garett,NoDad,NoBro,NoBro,Unrelated,18.68,25.68,7,300,43.77,2626.2,45,0,1,1,5,0,0,0,0,5
Wes_Garett,Wes,Garett,NoDad,NoBro,NoBro,Unrelated,17.26,25.68,8.42,316,43.43,2605.8,46,0,0,0,0,0,0,0,0,2
Wilson_Garett,Wilson,Garett,NoDad,NoBro,NoBro,Unrelated,14.76,25.68,10.92,321,46.98,2818.8,48,0,0,0,5,0,0,0,0,12
Abrams_Mulligan,Abrams,Mulligan,NoDad,NoBro,NoBro,Unrelated,14.76,25.68,10.92,297,42.85,2571,45,0,0,0,0,0,0,0,0,4
Barron_Mulligan,Barron,Mulligan,NoDad,NoBro,NoBro,Unrelated,13.51,25.68,12.17,283,41.91,2514.6,45,0,0,0,4,0,0,0,0,3
Benny_Mulligan,Benny,Mulligan,NoDad,NoBro,NoBro,Unrelated,14.26,25.68,11.42,314,43.22,2593.2,45,0,0,0,0,0,0,0,0,0
Booker_Mulligan,Booker,Mulligan,NoDad,NoBro,NoBro,Unrelated,12.39,25.68,13.29,305,43.99,2639.4,46,8,4,12,1,23.09,0,8.49,31.58,6
Buckner_Mulligan,Buckner,Mulligan,NoDad,NoBro,NoBro,Unrelated,14.68,25.68,11,298,41.71,2502.6,45,0,0,0,0,0,0,0,0,1
Django_Mulligan,Django,Mulligan,NoDad,NoBro,NoBro,Unrelated,17.68,25.68,8,309,44.26,2655.6,46,0,0,0,0,0,0,0,0,7
Erroll_Mulligan,Erroll,Mulligan,NoDad,NoBro,NoBro,Unrelated,12.67,25.68,13.01,314,46.36,2781.6,48,0,3,3,9,0,0,0,0,5
Evans_Mulligan,Evans,Mulligan,NoDad,NoBro,NoBro,Unrelated,18.68,25.68,7,313,45.11,2706.6,47,4,2,6,0,14.71,0,3.4,18.11,10
Haden_Mulligan,Haden,Mulligan,NoDad,NoBro,NoBro,Unrelated,15.68,25.68,10,313,43.21,2592.6,46,0,0,0,1,0,0,0,0,3
Hawkins_Mulligan,Hawkins,Mulligan,NoDad,NoBro,NoBro,Unrelated,19.68,25.68,6,248,35.25,2115,38,1,11,12,8,0,0,2.48,2.48,24
Hicks_Mulligan,Hicks,Mulligan,NoDad,NoBro,NoBro,Unrelated,17.68,25.68,8,325,47.07,2824.2,50,0,0,0,0,0,0,0,0,8
Lovano_Mulligan,Lovano,Mulligan,NoDad,NoBro,NoBro,Unrelated,14.93,25.68,10.75,310,44.5,2670,46,0,0,0,0,0,0,0,0,4
Mitchell_Mulligan,Mitchell,Mulligan,NoDad,NoBro,NoBro,Unrelated,15.68,25.68,10,252,35.89,2153.4,38,6,24,30,38,0.76,0,11.48,12.24,31
Peterson_Mulligan,Peterson,Mulligan,NoDad,NoBro,NoBro,Unrelated,19.68,25.68,6,289,40.94,2456.4,43,0,0,0,0,0,0,0,0,2
Porkpie_Mulligan,Porkpie,Mulligan,NoDad,NoBro,NoBro,Unrelated,20.68,25.68,5,300,43.38,2602.8,45,0,0,0,0,0,0,0,0,2
Wayne_Mulligan,Wayne,Mulligan,NoDad,NoBro,NoBro,Unrelated,18.68,25.68,7,300,43.77,2626.2,45,0,0,0,0,0,0,0,0,1
Wes_Mulligan,Wes,Mulligan,NoDad,NoBro,NoBro,Unrelated,17.26,25.68,8.42,316,43.43,2605.8,46,0,0,0,0,0,0,0,0,1
Wilson_Mulligan,Wilson,Mulligan,NoDad,NoBro,NoBro,Unrelated,14.76,25.68,10.92,321,46.98,2818.8,48,0,0,0,1,0,0,0,0,6
Abrams_Rahsaan,Abrams,Rahsaan,NoDad,NoBro,NoBro,Unrelated,14.76,27.68,12.92,297,42.85,2571,45,0,5,5,4,2.9,0,0,2.9,9
Barron_Rahsaan,Barron,Rahsaan,NoDad,NoBro,NoBro,Unrelated,13.51,27.68,14.17,283,41.91,2514.6,45,0,2,2,7,0,0,0,0,10
Benny_Rahsaan,Benny,Rahsaan,NoDad,NoBro,NoBro,Unrelated,14.26,27.68,13.42,314,43.22,2593.2,45,0,1,1,0,0,0,0,0,8
Booker_Rahsaan,Booker,Rahsaan,NoDad,NoBro,NoBro,Unrelated,12.39,27.68,15.29,305,43.99,2639.4,46,0,2,2,7,0,0,0,0,6
Buckner_Rahsaan,Buckner,Rahsaan,NoDad,NoBro,NoBro,Unrelated,14.68,27.68,13,298,41.71,2502.6,45,0,1,1,4,0,0,0,0,10
Django_Rahsaan,Django,Rahsaan,NoDad,NoBro,NoBro,Unrelated,17.68,27.68,10,309,44.26,2655.6,46,0,0,0,5,0,0,0,0,8
Erroll_Rahsaan,Erroll,Rahsaan,NoDad,NoBro,NoBro,Unrelated,12.67,27.68,15.01,314,46.36,2781.6,48,0,0,0,2,0,0,0,0,7
Evans_Rahsaan,Evans,Rahsaan,NoDad,NoBro,NoBro,Unrelated,18.68,27.68,9,313,45.11,2706.6,47,0,1,1,2,0,0,0,0,8
Haden_Rahsaan,Haden,Rahsaan,NoDad,NoBro,NoBro,Unrelated,15.68,27.68,12,313,43.21,2592.6,46,0,1,1,2,0,0,0,0,8
Hawkins_Rahsaan,Hawkins,Rahsaan,NoDad,NoBro,NoBro,Unrelated,19.68,27.68,8,248,35.25,2115,38,0,0,0,2,0,0,0,0,3
Hicks_Rahsaan,Hicks,Rahsaan,NoDad,NoBro,NoBro,Unrelated,17.68,27.68,10,325,47.07,2824.2,50,0,1,1,2,0,0,0,0,6
Lovano_Rahsaan,Lovano,Rahsaan,NoDad,NoBro,NoBro,Unrelated,14.93,27.68,12.75,310,44.5,2670,46,0,1,1,6,0,0,0,0,8
Mitchell_Rahsaan,Mitchell,Rahsaan,NoDad,NoBro,NoBro,Unrelated,15.68,27.68,12,252,35.89,2153.4,38,0,0,0,0,0,0,0,0,2
Peterson_Rahsaan,Peterson,Rahsaan,NoDad,NoBro,NoBro,Unrelated,19.68,27.68,8,289,40.94,2456.4,43,0,0,0,4,0,0,0,0,9
Porkpie_Rahsaan,Porkpie,Rahsaan,NoDad,NoBro,NoBro,Unrelated,20.68,27.68,7,300,43.38,2602.8,45,0,0,0,12,0,0,0,0,5
Wayne_Rahsaan,Wayne,Rahsaan,NoDad,MatBro,NoBro,MatBro,18.68,27.68,9,300,43.77,2626.2,45,2,3,5,13,0,0,0,0,10
Wes_Rahsaan,Wes,Rahsaan,NoDad,NoBro,NoBro,Unrelated,17.26,27.68,10.42,316,43.43,2605.8,46,0,1,1,1,0,0,0,0,7
Wilson_Rahsaan,Wilson,Rahsaan,NoDad,NoBro,NoBro,Unrelated,14.76,27.68,12.92,321,46.98,2818.8,48,0,1,1,2,0,0,0,0,12
Abrams_Richmond,Abrams,Richmond,NoDad,NoBro,NoBro,Unrelated,14.76,27.68,12.92,297,42.85,2571,45,0,0,0,1,0,0,0,0,3
Barron_Richmond,Barron,Richmond,NoDad,NoBro,NoBro,Unrelated,13.51,27.68,14.17,283,41.91,2514.6,45,0,0,0,0,0,0,0,0,4
Benny_Richmond,Benny,Richmond,NoDad,NoBro,NoBro,Unrelated,14.26,27.68,13.42,314,43.22,2593.2,45,2,5,7,23,1.3,0,0,1.3,38
Booker_Richmond,Booker,Richmond,NoDad,NoBro,NoBro,Unrelated,12.39,27.68,15.29,305,43.99,2639.4,46,0,0,0,0,0,0,0,0,1
Buckner_Richmond,Buckner,Richmond,NoDad,NoBro,NoBro,Unrelated,14.68,27.68,13,298,41.71,2502.6,45,1,11,12,30,9.9,0,0,9.9,37
Django_Richmond,Django,Richmond,NoDad,NoBro,NoBro,Unrelated,17.68,27.68,10,309,44.26,2655.6,46,0,0,0,0,0,0,0,0,1
Erroll_Richmond,Erroll,Richmond,NoDad,NoBro,NoBro,Unrelated,12.67,27.68,15.01,314,46.36,2781.6,48,0,0,0,0,0,0,0,0,0
Evans_Richmond,Evans,Richmond,NoDad,NoBro,NoBro,Unrelated,18.68,27.68,9,313,45.11,2706.6,47,0,0,0,0,0,0,0,0,2
Haden_Richmond,Haden,Richmond,NoDad,NoBro,NoBro,Unrelated,15.68,27.68,12,313,43.21,2592.6,46,0,0,0,0,0,0,0,0,0
Hawkins_Richmond,Hawkins,Richmond,NoDad,NoBro,NoBro,Unrelated,19.68,27.68,8,248,35.25,2115,38,0,0,0,0,0,0,0,0,0
Hicks_Richmond,Hicks,Richmond,NoDad,NoBro,NoBro,Unrelated,17.68,27.68,10,325,47.07,2824.2,50,0,0,0,0,0,0,0,0,0
Lovano_Richmond,Lovano,Richmond,NoDad,NoBro,NoBro,Unrelated,14.93,27.68,12.75,310,44.5,2670,46,0,0,0,0,0,0,0,0,1
Mitchell_Richmond,Mitchell,Richmond,NoDad,NoBro,NoBro,Unrelated,15.68,27.68,12,252,35.89,2153.4,38,0,0,0,0,0,0,0,0,0
Peterson_Richmond,Peterson,Richmond,NoDad,NoBro,NoBro,Unrelated,19.68,27.68,8,289,40.94,2456.4,43,0,1,1,9,0,0,0,0,11
Porkpie_Richmond,Porkpie,Richmond,NoDad,NoBro,NoBro,Unrelated,20.68,27.68,7,300,43.38,2602.8,45,0,1,1,0,0,0,0,0,1
Wayne_Richmond,Wayne,Richmond,NoDad,NoBro,NoBro,Unrelated,18.68,27.68,9,300,43.77,2626.2,45,5,3,8,22,10.68,0,9.5,20.18,33
Wes_Richmond,Wes,Richmond,NoDad,NoBro,NoBro,Unrelated,17.26,27.68,10.42,316,43.43,2605.8,46,1,16,17,32,4.08,0,0,4.08,37
Wilson_Richmond,Wilson,Richmond,NoDad,NoBro,NoBro,Unrelated,14.76,27.68,12.92,321,46.98,2818.8,48,0,0,0,0,0,0,0,0,1
Abrams_Rollins,Abrams,Rollins,NoDad,NoBro,NoBro,Unrelated,14.76,28.68,13.92,297,42.85,2571,45,0,0,0,5,0,0,0,0,7
Barron_Rollins,Barron,Rollins,NoDad,NoBro,NoBro,Unrelated,13.51,28.68,15.17,283,41.91,2514.6,45,0,1,1,2,0,0,0,0,7
Benny_Rollins,Benny,Rollins,NoDad,NoBro,NoBro,Unrelated,14.26,28.68,14.42,314,43.22,2593.2,45,0,0,0,10,0,0,0,0,26
Booker_Rollins,Booker,Rollins,NoDad,NoBro,NoBro,Unrelated,12.39,28.68,16.29,305,43.99,2639.4,46,0,6,6,5,0,0,0,0,4
Buckner_Rollins,Buckner,Rollins,NoDad,NoBro,NoBro,Unrelated,14.68,28.68,14,298,41.71,2502.6,45,0,2,2,8,0,0,0,0,28
Django_Rollins,Django,Rollins,NoDad,NoBro,NoBro,Unrelated,17.68,28.68,11,309,44.26,2655.6,46,0,4,4,2,0,0,0,0,8
Erroll_Rollins,Erroll,Rollins,NoDad,NoBro,NoBro,Unrelated,12.67,28.68,16.01,314,46.36,2781.6,48,0,0,0,0,0,0,0,0,1
Evans_Rollins,Evans,Rollins,NoDad,NoBro,NoBro,Unrelated,18.68,28.68,10,313,45.11,2706.6,47,0,5,5,0,0,0,0,0,4
Haden_Rollins,Haden,Rollins,NoDad,NoBro,NoBro,Unrelated,15.68,28.68,13,313,43.21,2592.6,46,0,0,0,0,0,0,0,0,3
Hawkins_Rollins,Hawkins,Rollins,NoDad,NoBro,NoBro,Unrelated,19.68,28.68,9,248,35.25,2115,38,0,0,0,0,0,0,0,0,2
Hicks_Rollins,Hicks,Rollins,NoDad,NoBro,NoBro,Unrelated,17.68,28.68,11,325,47.07,2824.2,50,0,0,0,4,0,0,0,0,5
Lovano_Rollins,Lovano,Rollins,NoDad,NoBro,NoBro,Unrelated,14.93,28.68,13.75,310,44.5,2670,46,0,0,0,1,0,0,0,0,4
Mitchell_Rollins,Mitchell,Rollins,NoDad,NoBro,NoBro,Unrelated,15.68,28.68,13,252,35.89,2153.4,38,0,0,0,0,0,0,0,0,0
Peterson_Rollins,Peterson,Rollins,NoDad,NoBro,NoBro,Unrelated,19.68,28.68,9,289,40.94,2456.4,43,0,5,5,5,2.08,0,0,2.08,15
Porkpie_Rollins,Porkpie,Rollins,NoDad,NoBro,NoBro,Unrelated,20.68,28.68,8,300,43.38,2602.8,45,0,0,0,2,0,0,0,0,8
Wayne_Rollins,Wayne,Rollins,NoDad,NoBro,NoBro,Unrelated,18.68,28.68,10,300,43.77,2626.2,45,0,4,4,14,0,0,0,0,26
Wes_Rollins,Wes,Rollins,NoDad,NoBro,NoBro,Unrelated,17.26,28.68,11.42,316,43.43,2605.8,46,1,5,6,17,5.68,0,0,5.68,31
Wilson_Rollins,Wilson,Rollins,NoDad,NoBro,NoBro,Unrelated,14.76,28.68,13.92,321,46.98,2818.8,48,0,2,2,8,0,0,0,0,8
Abrams_Dexter,Abrams,Dexter,NoDad,NoBro,NoBro,Unrelated,14.76,29.68,14.92,297,42.85,2571,45,0,11,11,5,0,0,0,0,15
Barron_Dexter,Barron,Dexter,NoDad,NoBro,NoBro,Unrelated,13.51,29.68,16.17,283,41.91,2514.6,45,0,3,3,8,0,0,0,0,14
Benny_Dexter,Benny,Dexter,NoDad,NoBro,NoBro,Unrelated,14.26,29.68,15.42,314,43.22,2593.2,45,1,1,2,4,1.04,0,0,1.04,8
Booker_Dexter,Booker,Dexter,NoDad,NoBro,NoBro,Unrelated,12.39,29.68,17.29,305,43.99,2639.4,46,3,7,10,3,5.45,0,0,5.45,17
Buckner_Dexter,Buckner,Dexter,NoDad,NoBro,NoBro,Unrelated,14.68,29.68,15,298,41.71,2502.6,45,3,3,6,8,5.64,0,2.05,7.69,12
Django_Dexter,Django,Dexter,NoDad,NoBro,NoBro,Unrelated,17.68,29.68,12,309,44.26,2655.6,46,1,3,4,7,1.12,0,0,1.12,18
Erroll_Dexter,Erroll,Dexter,NoDad,NoBro,NoBro,Unrelated,12.67,29.68,17.01,314,46.36,2781.6,48,0,7,7,11,0,0,0,0,17
Evans_Dexter,Evans,Dexter,NoDad,NoBro,NoBro,Unrelated,18.68,29.68,11,313,45.11,2706.6,47,3,4,7,16,0,0,0,0,18
Haden_Dexter,Haden,Dexter,NoDad,NoBro,NoBro,Unrelated,15.68,29.68,14,313,43.21,2592.6,46,2,7,9,2,12.5,0,0,12.5,16
Hawkins_Dexter,Hawkins,Dexter,NoDad,NoBro,NoBro,Unrelated,19.68,29.68,10,248,35.25,2115,38,1,10,11,16,3.85,0.3,0,4.15,19
Hicks_Dexter,Hicks,Dexter,NoDad,NoBro,NoBro,Unrelated,17.68,29.68,12,325,47.07,2824.2,50,1,9,10,16,1.02,0,0,1.02,22
Lovano_Dexter,Lovano,Dexter,NoDad,NoBro,NoBro,Unrelated,14.93,29.68,14.75,310,44.5,2670,46,0,0,0,3,0,0,0,0,17
Mitchell_Dexter,Mitchell,Dexter,NoDad,NoBro,NoBro,Unrelated,15.68,29.68,14,252,35.89,2153.4,38,2,9,11,23,0,0,0,0,22
Peterson_Dexter,Peterson,Dexter,NoDad,NoBro,NoBro,Unrelated,19.68,29.68,10,289,40.94,2456.4,43,0,7,7,9,0.27,0,0,0.27,24
Porkpie_Dexter,Porkpie,Dexter,NoDad,NoBro,NoBro,Unrelated,20.68,29.68,9,300,43.38,2602.8,45,0,13,13,8,0.55,0,1.87,2.42,13
Wayne_Dexter,Wayne,Dexter,NoDad,NoBro,NoBro,Unrelated,18.68,29.68,11,300,43.77,2626.2,45,0,0,0,10,0,0,0,0,11
Wes_Dexter,Wes,Dexter,NoDad,NoBro,NoBro,Unrelated,17.26,29.68,12.42,316,43.43,2605.8,46,0,4,4,13,0,0,0,0,13
Wilson_Dexter,Wilson,Dexter,NoDad,NoBro,NoBro,Unrelated,14.76,29.68,14.92,321,46.98,2818.8,48,0,6,6,18,0,0,0,0,21
Abrams_Morton,Abrams,Morton,NoDad,NoBro,NoBro,Unrelated,14.76,30.69,15.93,297,42.85,2571,45,0,28,28,25,0,0,0,0,30
Barron_Morton,Barron,Morton,NoDad,NoBro,NoBro,Unrelated,13.51,30.69,17.18,283,41.91,2514.6,45,0,4,4,9,0,0,0,0,18
Benny_Morton,Benny,Morton,NoDad,NoBro,NoBro,Unrelated,14.26,30.69,16.43,314,43.22,2593.2,45,0,1,1,6,0,0,0,0,12
Booker_Morton,Booker,Morton,NoDad,NoBro,NoBro,Unrelated,12.39,30.69,18.3,305,43.99,2639.4,46,0,2,2,18,0,0,0,0,23
Buckner_Morton,Buckner,Morton,NoDad,NoBro,NoBro,Unrelated,14.68,30.69,16.01,298,41.71,2502.6,45,0,0,0,1,0,0,0,0,10
Django_Morton,Django,Morton,NoDad,NoBro,NoBro,Unrelated,17.68,30.69,13.01,309,44.26,2655.6,46,1,9,10,12,1.68,0,0,1.68,22
Erroll_Morton,Erroll,Morton,NoDad,NoBro,NoBro,Unrelated,12.67,30.69,18.02,314,46.36,2781.6,48,0,2,2,7,0,0,0,0,16
Evans_Morton,Evans,Morton,NoDad,NoBro,NoBro,Unrelated,18.68,30.69,12.01,313,45.11,2706.6,47,0,0,0,11,0.35,0,0,0.35,18
Haden_Morton,Haden,Morton,NoDad,NoBro,NoBro,Unrelated,15.68,30.69,15.01,313,43.21,2592.6,46,0,4,4,7,0,0,0,0,18
Hawkins_Morton,Hawkins,Morton,NoDad,NoBro,NoBro,Unrelated,19.68,30.69,11.01,248,35.25,2115,38,0,1,1,2,0,0,0,0,13
Hicks_Morton,Hicks,Morton,NoDad,NoBro,NoBro,Unrelated,17.68,30.69,13.01,325,47.07,2824.2,50,0,11,11,18,0,0,0,0,20
Lovano_Morton,Lovano,Morton,NoDad,NoBro,NoBro,Unrelated,14.93,30.69,15.76,310,44.5,2670,46,0,3,3,11,0,0,0,0,17
Mitchell_Morton,Mitchell,Morton,NoDad,NoBro,NoBro,Unrelated,15.68,30.69,15.01,252,35.89,2153.4,38,4,0,4,3,14.96,0,0,14.96,14
Peterson_Morton,Peterson,Morton,NoDad,NoBro,NoBro,Unrelated,19.68,30.69,11.01,289,40.94,2456.4,43,0,8,8,29,0.15,0,0,0.15,26
Porkpie_Morton,Porkpie,Morton,NoDad,NoBro,NoBro,Unrelated,20.68,30.69,10.01,300,43.38,2602.8,45,0,6,6,7,0,0,0,0,20
Wayne_Morton,Wayne,Morton,NoDad,NoBro,NoBro,Unrelated,18.68,30.69,12.01,300,43.77,2626.2,45,0,1,1,4,0,0,0,0,7
Wes_Morton,Wes,Morton,NoDad,NoBro,NoBro,Unrelated,17.26,30.69,13.43,316,43.43,2605.8,46,0,1,1,4,0,0,0,0,10
Wilson_Morton,Wilson,Morton,NoDad,NoBro,NoBro,Unrelated,14.76,30.69,15.93,321,46.98,2818.8,48,1,15,16,25,0,0,0,0,27
Abrams_Basie,Abrams,Basie,NoDad,NoBro,NoBro,Unrelated,14.76,31.69,16.93,297,42.85,2571,45,0,8,8,5,0,0,0,0,23
Barron_Basie,Barron,Basie,NoDad,NoBro,NoBro,Unrelated,13.51,31.69,18.18,283,41.91,2514.6,45,1,4,5,10,0,0,0,0,20
Benny_Basie,Benny,Basie,NoDad,NoBro,NoBro,Unrelated,14.26,31.69,17.43,314,43.22,2593.2,45,0,2,2,0,0,0,0,0,6
Booker_Basie,Booker,Basie,NoDad,NoBro,NoBro,Unrelated,12.39,31.69,19.3,305,43.99,2639.4,46,0,3,3,14,0,0,0,0,23
Buckner_Basie,Buckner,Basie,NoDad,NoBro,NoBro,Unrelated,14.68,31.69,17.01,298,41.71,2502.6,45,2,0,2,2,18.38,0,0,18.38,9
Django_Basie,Django,Basie,NoDad,MatBro,NoBro,MatBro,17.68,31.69,14.01,309,44.26,2655.6,46,1,11,12,22,1.77,0,0,1.77,27
Erroll_Basie,Erroll,Basie,NoDad,NoBro,NoBro,Unrelated,12.67,31.69,19.02,314,46.36,2781.6,48,0,3,3,10,0,0,0,0,20
Evans_Basie,Evans,Basie,NoDad,NoBro,NoBro,Unrelated,18.68,31.69,13.01,313,45.11,2706.6,47,1,2,3,11,12.3,0,0,12.3,19
Haden_Basie,Haden,Basie,NoDad,NoBro,NoBro,Unrelated,15.68,31.69,16.01,313,43.21,2592.6,46,0,0,0,10,0,0,0,0,20
Hawkins_Basie,Hawkins,Basie,NoDad,NoBro,NoBro,Unrelated,19.68,31.69,12.01,248,35.25,2115,38,0,0,0,0,0,0,0,0,6
Hicks_Basie,Hicks,Basie,NoDad,NoBro,NoBro,Unrelated,17.68,31.69,14.01,325,47.07,2824.2,50,0,7,7,10,0,0,0,0,19
Lovano_Basie,Lovano,Basie,NoDad,NoBro,NoBro,Unrelated,14.93,31.69,16.76,310,44.5,2670,46,0,7,7,14,3.2,0,0,3.2,19
Mitchell_Basie,Mitchell,Basie,NoDad,NoBro,NoBro,Unrelated,15.68,31.69,16.01,252,35.89,2153.4,38,0,0,0,4,0,0,0,0,7
Peterson_Basie,Peterson,Basie,NoDad,NoBro,NoBro,Unrelated,19.68,31.69,12.01,289,40.94,2456.4,43,0,6,6,5,6.87,0,0,6.87,17
Porkpie_Basie,Porkpie,Basie,NoDad,NoBro,NoBro,Unrelated,20.68,31.69,11.01,300,43.38,2602.8,45,0,1,1,2,0,0,0,0,15
Wayne_Basie,Wayne,Basie,NoDad,NoBro,NoBro,Unrelated,18.68,31.69,13.01,300,43.77,2626.2,45,0,0,0,1,0,0,0,0,4
Wes_Basie,Wes,Basie,NoDad,NoBro,NoBro,Unrelated,17.26,31.69,14.43,316,43.43,2605.8,46,0,1,1,1,0,0,0,0,5
Wilson_Basie,Wilson,Basie,NoDad,NoBro,NoBro,Unrelated,14.76,31.69,16.93,321,46.98,2818.8,48,0,17,17,19,9.23,0,0,9.23,26
Abrams_Miles,Abrams,Miles,NoDad,NoBro,NoBro,Unrelated,14.76,33.69,18.93,297,42.85,2571,45,0,7,7,11,0,0,0,0,27
Barron_Miles,Barron,Miles,NoDad,NoBro,NoBro,Unrelated,13.51,33.69,20.18,283,41.91,2514.6,45,0,0,0,1,0,0,0,0,14
Benny_Miles,Benny,Miles,NoDad,NoBro,NoBro,Unrelated,14.26,33.69,19.43,314,43.22,2593.2,45,0,1,1,0,0,0,0,0,7
Booker_Miles,Booker,Miles,NoDad,NoBro,NoBro,Unrelated,12.39,33.69,21.3,305,43.99,2639.4,46,0,10,10,11,0,0,0,0,20
Buckner_Miles,Buckner,Miles,NoDad,NoBro,NoBro,Unrelated,14.68,33.69,19.01,298,41.71,2502.6,45,1,0,1,1,9.1,0,0,9.1,9
Django_Miles,Django,Miles,NoDad,NoBro,NoBro,Unrelated,17.68,33.69,16.01,309,44.26,2655.6,46,0,8,8,14,0,0,0,0,25
Erroll_Miles,Erroll,Miles,NoDad,NoBro,NoBro,Unrelated,12.67,33.69,21.02,314,46.36,2781.6,48,1,10,11,6,0,0,0,0,16
Evans_Miles,Evans,Miles,NoDad,NoBro,NoBro,Unrelated,18.68,33.69,15.01,313,45.11,2706.6,47,3,1,4,4,25.39,3.24,5.78,34.41,15
Haden_Miles,Haden,Miles,NoDad,NoBro,Bro,Pat_Bro,15.68,33.69,18.01,313,43.21,2592.6,46,0,1,1,5,0,0,0.53,0.53,18
Hawkins_Miles,Hawkins,Miles,NoDad,NoBro,NoBro,Unrelated,19.68,33.69,14.01,248,35.25,2115,38,0,1,1,0,0,0,0,0,11
Hicks_Miles,Hicks,Miles,NoDad,NoBro,NoBro,Unrelated,17.68,33.69,16.01,325,47.07,2824.2,50,0,4,4,11,0,0,0,0,15
Lovano_Miles,Lovano,Miles,NoDad,NoBro,NoBro,Unrelated,14.93,33.69,18.76,310,44.5,2670,46,0,3,3,5,0,0,0,0,15
Mitchell_Miles,Mitchell,Miles,NoDad,NoBro,NoBro,Unrelated,15.68,33.69,18.01,252,35.89,2153.4,38,0,0,0,0,0,0,0,0,6
Peterson_Miles,Peterson,Miles,NoDad,NoBro,NoBro,Unrelated,19.68,33.69,14.01,289,40.94,2456.4,43,2,1,3,11,4.95,0,2.73,7.68,21
Porkpie_Miles,Porkpie,Miles,NoDad,NoBro,NoBro,Unrelated,20.68,33.69,13.01,300,43.38,2602.8,45,0,1,1,9,0,0,0,0,20
Wayne_Miles,Wayne,Miles,NoDad,NoBro,NoBro,Unrelated,18.68,33.69,15.01,300,43.77,2626.2,45,0,3,3,5,0,0,0,0,10
Wes_Miles,Wes,Miles,Dad,NoBro,NoBro,Dad,17.26,33.69,16.43,316,43.43,2605.8,46,3,4,7,3,26.12,1.15,1.67,28.94,9
Wilson_Miles,Wilson,Miles,NoDad,NoBro,NoBro,Unrelated,14.76,33.69,18.93,321,46.98,2818.8,48,0,7,7,3,5.87,0,0,5.87,23
Abrams_Dizzy,Abrams,Dizzy,NoDad,NoBro,NoBro,Unrelated,14.76,37.69,22.93,297,42.85,2571,45,0,0,0,3,0,0,0,0,16
Barron_Dizzy,Barron,Dizzy,NoDad,NoBro,NoBro,Unrelated,13.51,37.69,24.18,283,41.91,2514.6,45,0,1,1,2,0.5,0,0,0.5,14
Benny_Dizzy,Benny,Dizzy,NoDad,NoBro,NoBro,Unrelated,14.26,37.69,23.43,314,43.22,2593.2,45,1,0,1,1,1.9,0,0,1.9,7
Booker_Dizzy,Booker,Dizzy,NoDad,NoBro,NoBro,Unrelated,12.39,37.69,25.3,305,43.99,2639.4,46,0,2,2,4,4.72,0,0,4.72,15
Buckner_Dizzy,Buckner,Dizzy,NoDad,NoBro,NoBro,Unrelated,14.68,37.69,23.01,298,41.71,2502.6,45,0,0,0,1,0,0,0,0,8
Django_Dizzy,Django,Dizzy,Dad,NoBro,NoBro,Dad,17.68,37.69,20.01,309,44.26,2655.6,46,0,0,0,2,0,0,0,0,11
